COUNTRY	COUNT	SECTOR	TRADE	OLD_UCM	CURRENCY	BORDER	FDI_2000	CROSSBORDER	Distance	FDI_2013	YCOUNTRYI	YCOUNTRYJ	cpi	HPCorr	SUMSIZE	EPL	PMR	FIIndex	latejoiner	HPCorrSA	UCM	HPOX
AUSTRIA	BELGIUM	0.410260218	84180315659	0.851929904	1	0	8611.549695	0	914.4633	2455	5241904.1	6395340.5	0.800625	0.879401918	0.050940885	0.724827586	0.135224175	0	1	0.879401918	0.889319765	0.914182768
AUSTRIA	BULGARIA	0.262389257	15187080369	0.635820216	0	0	7241.943226	1	820.7289	213.3	5241904.1	639083	4.7825	0.719677698	0.025743438	0.084137931	0.000819325	0	0	0.719677698	0.689828026	0.642732454
AUSTRIA	CROATIA	0.176035562	27841380249	0.689599277	0	0	12309.98474	1	270.6798	-22.5	5241904.1	786910.6	0.834375	0.781202459	0.026390539	0.125862069	0.501400625	0	0	0.781202459	0.74841545	0.639698961
AUSTRIA	CYPRUS	0.417447115	785037238	0.569553375	1	0	4314.723849	0	2017.949	11	5241904.1	316258.3	2.64625	0.511810085	0.024330305	0.135862069	0.076058225	0	0.5	0.511810085	0.444856102	0.525404452
AUSTRIA	CZECH	0.203757234	1.48E+11	0.856159126	0	1	11910.86687	1	252.4479	139	5241904.1	2686193.5	0.63875	0.808760207	0.034704462	0.605090312	0.2881188	0	0	0.808760207	0.810927226	0.76308563
AUSTRIA	DENMARK	0.231886343	22077918090	0.850750991	0	0	1560.809114	0	868.5304	833.4	5241904.1	4404607.9	2.545	0.80681932	0.04222665	0.45137931	0.1526365	0	0	0.80681932	0.830483937	0.788154431
AUSTRIA	ESTONIA	0.112261578	2268087519	0.843650418	1	0	0	0	1360.358	11.6	5241904.1	277028.1	7.10125	0.851773607	0.024158579	0.485862069	0.243298225	0	0.4	0.851773607	0.736799508	0.740884133
AUSTRIA	FINLAND	0.206260301	18069657823	0.892635517	1	0	890.1274119	0	1437.813	205	5241904.1	3288534	0.76625	0.929166045	0.037341147	0.213793103	0.0575194	0	1	0.929166045	0.925769631	0.901865612
AUSTRIA	FRANCE	0.365800961	1.48E+11	0.940935338	1	0	4861.588415	0	1035.144	8589	5241904.1	35561126.1	3.04375	0.945038698	0.178611221	0.214827586	0.2103061	0	1	0.945038698	0.929649606	0.920188598
AUSTRIA	GERMANY	0.244561947	1.47E+12	0.909819005	1	1	40263.56821	0	763.7314	165063	5241904.1	46564922.9	2.92625	0.917785972	0.226779251	0.043103448	0.10448825	0	1	0.917785972	0.945189888	0.874263252
AUSTRIA	GREECE	0.397937888	12019089957	-0.617221258	1	0	1314.282497	0	1283.6	2392.1	5241904.1	3799627.6	2.809375	0.172246485	0.039578409	0.135862069	0.7293033	0	0	0.172246485	0.154427843	0.262469412
AUSTRIA	HUNGARY	0.173623833	1.41E+11	0.698799966	0	1	8579.408296	1	215.6626	374	5241904.1	1790006.3	8.186875	0.722228539	0.030781491	0.622945402	0.336504975	0	0	0.722228539	0.686556348	0.586764546
AUSTRIA	IRELAND	0.404479255	10295622047	0.374784252	1	0	265.2023462	0	1681.996	147	5241904.1	3176560.7	5.86375	0.376126722	0.036850995	1.203793103	0.01270705	0	1	0.376126722	0.55507312	0.400036591
AUSTRIA	ITALY	0.181927808	2.88E+11	0.827747186	1	1	45096.11763	0	767.4132	96602.5	5241904.1	28750637.2	1.17625	0.87679903	0.148798981	0.15137931	0.167519475	0	1	0.87679903	0.890358704	0.890294905
AUSTRIA	LATVIA	0.2278236	2714428971	0.730089906	1	0	0	0	1102.181	34	5241904.1	334743.4	6.980625	0.801917506	0.024411222	0.084137931	0.033627925	0	0.1	0.801917506	0.711790192	0.656154164
AUSTRIA	LITHUANIA	0.201461037	3986184927	0.769556247	1	0	0	0	948.9832	0	5241904.1	510304.1	3.328125	0.805082482	0.025179721	0.155862069	0.058529575	0	0.17	0.805082482	0.670846298	0.67256585
AUSTRIA	LUXEMBOURG	0.659611019	6319855400	0.635893091	1	0	14685.24312	0	762.4356	51581	5241904.1	707794.6	0.938125	0.66850326	0.026044216	0.355862069	0.076449775	0	1	0.66850326	0.728365347	0.70449879
AUSTRIA	MALTA	0.336255376	513108284	0.173028517	1	0	854.9977818	0	1379.07	0	5241904.1	121287	0.39125	0.30552844	0.023476838	0.135862069	0.006499875	0	0.5	0.30552844	0.323681005	0.276519943
AUSTRIA	NETHERLANDS	0.365125804	1.31E+11	0.87233963	1	0	29040.59131	0	934.7828	115846	5241904.1	11263201.5	1.984375	0.858558452	0.072249464	0.310689655	0.279029673	0	1	0.858558452	0.83372377	0.810306582
AUSTRIA	POLAND	0.170768559	77420008247	0.769946508	0	0	659.6369948	1	556.8245	952.7	5241904.1	6124098.5	0.63625	0.664355351	0.04975355	0.375862069	0.75233155	0	0	0.664355351	0.641007715	0.642704312
AUSTRIA	PORTUGAL	0.208505056	10029718854	0.347298792	1	0	603.4197629	0	2299.266	455.5	5241904.1	3134113.6	2.32375	0.492930399	0.036665187	1.916206897	0.350518825	0	1	0.492930399	0.4864427	0.563075193
AUSTRIA	ROMANIA	0.387065891	46464981465	0.421565726	0	0	17126.42541	1	859.6657	71.6	5241904.1	2204179.5	14.246875	0.582425946	0.032594493	0.084137931	0.112907325	0	0	0.582425946	0.515193806	0.495711278
AUSTRIA	SLOVAKIA	0.174004986	67470737869	0.772005399	1	1	4938.615549	1	277.8844	315.8	5241904.1	1127072.6	1.538125	0.771786791	0.027879564	0.304909688	0.120393192	0	0.5	0.771786791	0.782559445	0.738407244
AUSTRIA	SLOVENIA	0.115193357	99519022313	0.904584168	1	1	2790.916566	1	59.61723	499.9	5241904.1	624420.5	0.904375	0.862597129	0.025679255	0.04729064	0.221431225	0	0.5	0.862597129	0.860258022	0.781555282
AUSTRIA	SPAIN	0.180762367	66736362301	0.709405667	1	0	4864.450722	0	1811.999	3960	5241904.1	18611818	1.15375	0.658544674	0.104417305	0.143448276	0.231146775	0	1	0.658544674	0.642980675	0.590750454
AUSTRIA	SWEDEN	0.162782393	40294554805	0.824778584	0	0	1779.87558	0	1242.31	9653.1	5241904.1	6515395.8	4.1825	0.806892627	0.051466415	0.093103448	0.05552045	0	0	0.806892627	0.839050746	0.83458966
AUSTRIA	UK	0.384873637	95246298154	0.669178974	0	0	10080.60595	0	1238.199	4905.8	5241904.1	33488892.7	2.0675	0.725298647	0.169540225	1.436528736	0.396659225	0	0	0.725298647	0.644472213	0.612602736
BELGIUM	BULGARIA	0.436127404	18254473718	0.412003192	0	0	187.4576479	1	1699.686	1372	6395340.5	639083	5.583125	0.645583815	0.030792492	0.808965517	0.13440485	0	0	0.645583815	0.640248809	0.70977194
BELGIUM	CROATIA	0.347439927	5545771794	0.487572408	0	0	65.1049322	0	1024.412	1493.4	6395340.5	786910.6	1.635	0.714015556	0.031439592	0.598965517	0.36617645	0	0	0.714015556	0.70607308	0.694441822
BELGIUM	CYPRUS	0.329286279	2674106660	0.458013832	1	0	1473.627436	0	2904.975	3211	6395340.5	316258.3	1.845625	0.497236396	0.029379359	0.860689655	0.05916595	0	0.5	0.497236396	0.379209503	0.534432205
BELGIUM	CZECH	0.517715749	80613262161	0.787190982	0	0	7003.24347	1	718.4293	17257	6395340.5	2686193.5	0.161875	0.796144262	0.039753515	1.329917898	0.152894625	0	0	0.796144262	0.794321871	0.81474359
BELGIUM	DENMARK	0.252575377	60075290343	0.683840598	0	0	15937.10791	0	767.1575	4493.5	6395340.5	4404607.9	1.744375	0.788913062	0.047275704	0.273448276	0.287860675	0	0	0.788913062	0.831958324	0.796637024
BELGIUM	ESTONIA	0.415568667	5694408406	0.640059548	1	0	94.4682902	0	1601.098	89.3	6395340.5	277028.1	7.901875	0.744626549	0.029207632	0.238965517	0.3785224	0	0.4	0.744626549	0.670381211	0.717349901
BELGIUM	FINLAND	0.436109618	55037982981	0.733403272	1	0	13961.75007	0	1651.582	7966	6395340.5	3288534	0.034375	0.87654372	0.042390201	0.511034483	0.192743575	0	1	0.87654372	0.880423012	0.887161009
BELGIUM	FRANCE	0.272071496	1.38E+12	0.802421122	1	1	218321.884	0	262.3845	752545	6395340.5	35561126.1	2.243125	0.894570428	0.183660275	0.51	0.075081925	0	1	0.894570428	0.89001429	0.892385102
BELGIUM	GERMANY	0.473218071	1.65E+12	0.726585769	1	1	37091.22588	0	196.8761	181405	6395340.5	46564922.9	2.125625	0.841241106	0.231828305	0.767931034	0.030735925	0	1	0.841241106	0.864761682	0.788798988
BELGIUM	GREECE	0.402971002	33628882498	-0.433155397	1	0	1004.567324	0	2089.225	2938.6	6395340.5	3799627.6	2.00875	0.24112941	0.044627463	0.860689655	0.594079125	0	0	0.24112941	0.215744505	0.381380654
BELGIUM	HUNGARY	0.443170515	46844184074	0.588772444	0	0	5059.767443	1	1129.979	19245.7	6395340.5	1790006.3	8.9875	0.734427886	0.035830544	0.101882184	0.2012808	0	0	0.734427886	0.739787904	0.652912278
BELGIUM	IRELAND	0.631461316	2.39E+11	0.406309774	1	0	7229.498375	0	775.6281	44150	6395340.5	3176560.7	5.063125	0.477128153	0.041900049	0.478965517	0.147931225	0	1	0.477128153	0.649999102	0.505642254
BELGIUM	ITALY	0.339390637	4.32E+11	0.874829791	1	0	28442.58584	0	1174.904	90286.8	6395340.5	28750637.2	0.375625	0.904885725	0.153848034	0.876206897	0.0322953	0	1	0.904885725	0.909282024	0.884498925
BELGIUM	LATVIA	0.426924911	4235924376	0.406446168	1	0	47.29607592	0	1456.065	92	6395340.5	334743.4	7.78125	0.644298376	0.029460275	0.808965517	0.10159625	0	0.1	0.644298376	0.614571127	0.656231269
BELGIUM	LITHUANIA	0.58867952	13069396040	0.5900979	1	0	15.48678017	0	1469.434	54	6395340.5	510304.1	4.12875	0.690241973	0.030228775	0.568965517	0.19375375	0	0.17	0.690241973	0.610903243	0.685955752
BELGIUM	LUXEMBOURG	0.518251076	1.30E+11	0.783043303	1	1	171357.7116	0	187.8091	1090485	6395340.5	707794.6	1.73875	0.737670339	0.03109327	0.368965517	0.21167395	0	1	0.737670339	0.786094084	0.752923679
BELGIUM	MALTA	0.383863254	1720707559	0.228436336	1	0	1384.864973	0	1851.035	427.3	6395340.5	121287	1.191875	0.402350161	0.028525891	0.860689655	0.14172405	0	0.5	0.402350161	0.347125282	0.391195254
BELGIUM	NETHERLANDS	0.237976146	1.47E+12	0.680542529	1	1	173200.3888	0	173.0333	1174594	6395340.5	11263201.5	1.18375	0.794938582	0.077298518	1.035517241	0.414253848	0	1	0.794938582	0.753601036	0.797737161
BELGIUM	POLAND	0.50705168	1.08E+11	0.639043949	0	0	3036.218502	0	1160.644	10909.7	6395340.5	6124098.5	1.436875	0.634524002	0.054802604	0.348965517	0.617107375	0	0	0.634524002	0.575136876	0.632669161
BELGIUM	PORTUGAL	0.289204603	49021834254	0.41227554	1	0	213.5284775	0	1711.396	5861	6395340.5	3134113.6	1.523125	0.598827948	0.041714241	2.641034483	0.21529465	0	1	0.598827948	0.516887223	0.60042468
BELGIUM	ROMANIA	0.71867452	27211947496	0.290128164	0	0	346.5304946	0	1773.603	4332.4	6395340.5	2204179.5	15.0475	0.486403705	0.037643547	0.808965517	0.02231685	0	0	0.486403705	0.455616591	0.578231119
BELGIUM	SLOVAKIA	0.527328177	22109236009	0.602420129	1	0	1016.677737	1	971.336	5134	6395340.5	1127072.6	2.33875	0.733911948	0.032928618	0.419917898	0.014830983	0	0.5	0.733911948	0.744117143	0.776951476
BELGIUM	SLOVENIA	0.404527814	10545830764	0.767329286	1	0	1001.759528	0	916.7943	2346.6	6395340.5	624420.5	1.705	0.807041716	0.030728308	0.677536946	0.08620705	0	0.5	0.807041716	0.794486247	0.806125399
BELGIUM	SPAIN	0.372412702	2.47E+11	0.601715691	1	0	14522.3172	0	1316.64	29418	6395340.5	18611818	0.353125	0.669429889	0.109466358	0.868275862	0.0959226	0	1	0.669429889	0.640605041	0.650797917
BELGIUM	SWEDEN	0.321271415	1.66E+11	0.764145125	0	0	22012.99922	0	1283.716	64674.5	6395340.5	6515395.8	3.381875	0.876091548	0.056515469	0.817931034	0.079703725	0	0	0.876091548	0.904625001	0.86219647
BELGIUM	UK	0.27792176	6.70E+11	0.673400331	0	0	74363.53569	0	323.7796	284636.4	6395340.5	33488892.7	2.868125	0.731425544	0.174589278	0.711701149	0.5318834	0	0	0.731425544	0.687764049	0.65880313
BULGARIA	CROATIA	0.112208494	2252163307	0.896825196	0	0	13.2081159	0	680.4865	75.7	639083	786910.6	3.948125	0.874863148	0.006242146	0.21	0.5005813	0	0	0.874863148	0.894631894	0.896271375
BULGARIA	CYPRUS	0.486137192	871414010	0.398650689	0	0	335.3420533	0	1205.622	1885.5	639083	316258.3	7.42875	0.666726221	0.004181912	0.051724138	0.0752389	0	0	0.666726221	0.464156849	0.734220659
BULGARIA	CZECH	0.277197722	9819024251	0.403973361	0	0	763.6805646	0	1069.866	1807.6	639083	2686193.5	5.42125	0.854449448	0.014556068	0.520952381	0.287299475	0	0	0.854449448	0.827652927	0.901306354
BULGARIA	DENMARK	0.269683806	2680839664	0.451317294	0	0	78.64648331	0	1639.385	341.4	639083	4404607.9	7.3275	0.589725023	0.022078257	0.535517241	0.153455825	0	0	0.589725023	0.691062218	0.642946746
BULGARIA	ESTONIA	0.171025072	327695851	0.578109924	0	0	80.37301811	0	1866.91	167.4	639083	277028.1	2.31875	0.537218495	0.004010186	0.57	0.24411755	0	0	0.537218495	0.405314317	0.551353806
BULGARIA	FINLAND	0.294406083	1488764788	0.750479164	0	0	0	0	1947.447	7.5	639083	3288534	5.54875	0.762818399	0.017192754	0.297931034	0.058338725	0	0	0.762818399	0.708109502	0.791113616
BULGARIA	FRANCE	0.36031108	21923088992	0.561424013	0	0	957.7125577	0	1760.707	2731.2	639083	35561126.1	7.82625	0.606382236	0.158462828	0.298965517	0.209486775	0	0	0.606382236	0.526960634	0.638289097
BULGARIA	GERMANY	0.357082139	71166174979	0.700064987	0	0	2806.278647	0	1571.797	6477.7	639083	46564922.9	7.70875	0.63386711	0.206630858	0.041034483	0.103668925	0	0	0.63386711	0.684715658	0.527773697
BULGARIA	GREECE	0.379503122	38100861924	-0.259445821	0	1	941.1346202	0	520.6937	6454.6	639083	3799627.6	7.591875	0.5037664	0.019430016	0.051724138	0.728483975	0	0	0.5037664	0.537205402	0.707431884
BULGARIA	HUNGARY	0.283551588	13116316845	0.528956205	0	0	1329.017465	0	632.9641	3456.2	639083	1790006.3	3.404375	0.625391959	0.010633098	0.707083333	0.33568565	0	0	0.625391959	0.621406443	0.651561166
BULGARIA	IRELAND	0.500753841	1094340345	0.14326043	0	0	903.3380528	0	2475.312	21.6	639083	3176560.7	10.64625	0.447366439	0.016702602	1.287931034	0.013526375	0	0	0.447366439	0.720321039	0.519440712
BULGARIA	ITALY	0.204442016	55321456410	0.482907232	0	0	1948.180462	0	893.0574	5178.1	639083	28750637.2	5.95875	0.630616825	0.128650588	0.067241379	0.16670015	0	0	0.630616825	0.622539726	0.70853643
BULGARIA	LATVIA	0.272824454	508894360	0.753753135	0	0	18.20868855	0	1590.733	82.8	639083	334743.4	2.198125	0.638291156	0.004262829	0	0.0328086	0	0	0.638291156	0.578151377	0.680117728
BULGARIA	LITHUANIA	0.306734328	1074598421	0.743350905	0	0	12.13229632	0	1345.486	82.9	639083	510304.1	1.454375	0.717017201	0.005031328	0.24	0.0593489	0	0	0.717017201	0.585723972	0.694211819
BULGARIA	LUXEMBOURG	0.628056787	305508909	0.36038879	0	0	200.0952511	0	1526.197	2074.4	639083	707794.6	3.844375	0.502731053	0.005895823	0.44	0.0772691	0	0	0.502731053	0.679595108	0.56416691
BULGARIA	MALTA	0.421975178	320831781	0.253384716	0	0	83.36665609	0	1065.425	362.2	639083	121287	4.39125	0.568522684	0.003328444	0.051724138	0.0073192	0	0	0.568522684	0.732217616	0.51548452
BULGARIA	NETHERLANDS	0.374978877	15200142627	0.624720865	0	0	442.809922	0	1745.082	19275	639083	11263201.5	6.766875	0.836496798	0.052101071	0.226551724	0.279848998	0	0	0.836496798	0.77345622	0.842441709
BULGARIA	POLAND	0.265581531	11758743832	0.416627618	0	0	103.7531916	0	1080.42	255.7	639083	6124098.5	4.14625	0.586877764	0.029605157	0.46	0.751512225	0	0	0.586877764	0.409186043	0.591397735
BULGARIA	PORTUGAL	0.248202841	1828610861	0.308556197	0	0	8.406793295	0	2754.19	91.2	639083	3134113.6	7.10625	0.575178155	0.016516794	1.832068966	0.3496995	0	0	0.575178155	0.573803288	0.676238962
BULGARIA	ROMANIA	0.334082634	38182837502	0.693001851	0	1	437.6223674	0	299.2593	1145.9	639083	2204179.5	9.464375	0.834202927	0.0124461	0	0.112088	0	0	0.834202927	0.864386621	0.878308284
BULGARIA	SLOVAKIA	0.249215993	5404420719	0.843602915	0	0	0.776259801	0	776.8502	14.1	639083	1127072.6	3.244375	0.865600503	0.007731171	0.389047619	0.119573867	0	0	0.865600503	0.921163521	0.881198808
BULGARIA	SLOVENIA	0.276851703	4029793295	0.656228921	0	0	38.72365995	0	795.2473	41.6	639083	624420.5	3.878125	0.887265033	0.005530861	0.131428571	0.2206119	0	0	0.887265033	0.843686557	0.917264138
BULGARIA	SPAIN	0.25280458	17532113089	0.544791713	0	0	885.5488954	0	2254.799	1337.9	639083	18611818	5.93625	0.838798757	0.084268911	0.059310345	0.23032745	0	0	0.838798757	0.797115973	0.871611721
BULGARIA	SWEDEN	0.279234552	3257064516	0.452276337	0	0	0	0	1889.219	1345.9	639083	6515395.8	8.965	0.581486162	0.031318022	0.008965517	0.054701125	0	0	0.581486162	0.588578116	0.607475821
BULGARIA	UK	0.354822733	11813688954	0.406483358	0	0	74.12913196	0	2019.341	745.3	639083	33488892.7	2.715	0.508916089	0.149391832	1.520666667	0.39747855	0	0	0.508916089	0.497397037	0.524570423
CROATIA	CYPRUS	0.392320234	240074802	0.414204761	0	0	7.052567737	0	1882.583	7	786910.6	316258.3	3.480625	0.51639278	0.004829013	0.261724138	0.4253424	0	0	0.51639278	0.294349271	0.61601361
CROATIA	CZECH	0.232513759	7883254990	0.4548519	0	0	20.42793013	0	492.0173	143.2	786910.6	2686193.5	1.473125	0.835154748	0.015203169	0.730952381	0.213281825	0	0	0.835154748	0.785576952	0.855601978
CROATIA	DENMARK	0.17398416	2241712499	0.494277702	0	0	120.5528154	0	1123.37	554.4	786910.6	4404607.9	3.379375	0.675239569	0.022725358	0.325517241	0.654037125	0	0	0.675239569	0.738840519	0.700164899
CROATIA	ESTONIA	0.107374533	83425396	0.632427339	0	0	0	0	1624.37	91.7	786910.6	277028.1	6.266875	0.707019929	0.004657286	0.36	0.74469885	0	0	0.707019929	0.589460736	0.686269399
CROATIA	FINLAND	0.246889014	936883695	0.758975248	0	0	11.4956606	0	1702.673	7.5	786910.6	3288534	1.600625	0.781207067	0.017839855	0.087931034	0.558920025	0	0	0.781207067	0.751393278	0.777953819
CROATIA	FRANCE	0.315073609	9850242645	0.614943404	0	0	1919.409046	0	1081.762	2707.5	786910.6	35561126.1	3.878125	0.702450877	0.159109929	0.088965517	0.291094525	0	0	0.702450877	0.628988344	0.691459046
CROATIA	GERMANY	0.30515783	55820517180	0.756826569	0	0	2453.257999	0	912.2662	7745.3	786910.6	46564922.9	3.760625	0.70997198	0.207277959	0.168965517	0.396912375	0	0	0.70997198	0.759746433	0.534924238
CROATIA	GREECE	0.38322045	2156039625	-0.299398972	0	0	0	0	1079.422	210.9	786910.6	3799627.6	3.64375	0.546708863	0.020077116	0.261724138	0.227902675	0	0	0.546708863	0.497018166	0.759341054
CROATIA	HUNGARY	0.193696613	21173067702	0.566343389	0	1	3556.173062	0	302.1079	11454.4	786910.6	1790006.3	7.3525	0.745315146	0.011280198	0.497083333	0.16489565	0	0	0.745315146	0.706990234	0.81165808
CROATIA	IRELAND	0.425406182	814887913	0.176633692	0	0	37600.34885	0	1799.206	2.1	786910.6	3176560.7	6.698125	0.483262272	0.017349703	1.077931034	0.514107675	0	0	0.483262272	0.666266834	0.656657314
CROATIA	ITALY	0.161133206	65609675631	0.583635974	0	0	3734.386034	0	517.0557	4948.4	786910.6	28750637.2	2.010625	0.733124117	0.129297688	0.277241379	0.33388115	0	0	0.733124117	0.691725709	0.784375382
CROATIA	LATVIA	0.175629049	149110067	0.764548018	0	0	0	0	1361.346	7	786910.6	334743.4	6.14625	0.774567085	0.004909929	0.21	0.4677727	0	0	0.774567085	0.722687766	0.779472223
CROATIA	LITHUANIA	0.297014289	297697239	0.756836829	0	0	0	0	1189.612	3.7	786910.6	510304.1	2.49375	0.802377772	0.005678429	0.03	0.5599302	0	0	0.802377772	0.727596837	0.771189787
CROATIA	LUXEMBOURG	0.555020684	166414953	0.440982065	0	0	419.9428197	0	847.312	6947.5	786910.6	707794.6	0.10375	0.635612334	0.006542924	0.23	0.5778504	0	0	0.635612334	0.777013914	0.638268155
CROATIA	MALTA	0.310071616	409363529	0.291694682	0	0	16.60691989	0	1108.396	102.5	786910.6	121287	0.443125	0.623221333	0.003975545	0.261724138	0.5079005	0	0	0.623221333	0.611262563	0.642415727
CROATIA	NETHERLANDS	0.279730624	10446788694	0.657622033	0	0	4387.903961	0	1085.255	24606.7	786910.6	11263201.5	2.81875	0.817273392	0.052748172	0.436551724	0.780430298	0	0	0.817273392	0.725871783	0.790259562
CROATIA	POLAND	0.224852221	6543701784	0.501258195	0	0	72.53981203	0	805.9365	478.4	786910.6	6124098.5	0.198125	0.555718589	0.030252257	0.25	0.250930925	0	0	0.555718589	0.383202649	0.427803905
CROATIA	PORTUGAL	0.192772547	507803895	0.319925379	0	0	0	0	2200.561	0	786910.6	3134113.6	3.158125	0.519070997	0.017163895	2.042068966	0.1508818	0	0	0.519070997	0.435592355	0.64841831
CROATIA	ROMANIA	0.381522375	3098886280	0.624498834	0	0	9.88048874	0	811.4361	58.1	786910.6	2204179.5	13.4125	0.792766074	0.0130932	0.21	0.3884933	0	0	0.792766074	0.783460656	0.86133449
CROATIA	SLOVAKIA	0.218749516	4570211736	0.858232721	0	0	30.31055057	0	278.7123	45.4	786910.6	1127072.6	0.70375	0.822011426	0.008378272	0.179047619	0.381007433	0	0	0.822011426	0.915538486	0.777951572
CROATIA	SLOVENIA	0.193260372	44375356074	0.696331373	0	1	1099.445176	0	117.3451	9147.6	786910.6	624420.5	0.07	0.901337139	0.006177962	0.078571429	0.2799694	0	0	0.901337139	0.828758196	0.911813497
CROATIA	SPAIN	0.173438246	5658272137	0.586993987	0	0	4631.741265	0	1702.46	0	786910.6	18611818	1.988125	0.823215674	0.084916012	0.269310345	0.27025385	0	0	0.823215674	0.728414542	0.895923997
CROATIA	SWEDEN	0.187913058	3060120701	0.52087976	0	0	1281.351993	0	1512.846	1235.4	786910.6	6515395.8	5.016875	0.662050923	0.031965123	0.218965517	0.445880175	0	0	0.662050923	0.661534266	0.675855789
CROATIA	UK	0.300111196	5141672827	0.493736732	0	0	442.5787958	0	1341.216	1195.3	786910.6	33488892.7	1.233125	0.703898551	0.150038932	1.310666667	0.89805985	0	0	0.703898551	0.669636031	0.711877213
CYPRUS	CZECH	0.591232791	1771819838	0.51710758	0	0	469.8511642	0	2260.553	4521.7	316258.3	2686193.5	2.0075	0.635686217	0.013142935	0.469228243	0.212060575	0	0	0.635686217	0.540624857	0.682749082
CYPRUS	DENMARK	0.340516087	1296866063	0.548536328	0	0	45.5499602	0	2777.919	475.8	316258.3	4404607.9	0.10125	0.293528882	0.020665124	0.587241379	0.228694725	0	0	0.293528882	0.180836268	0.315858257
CYPRUS	ESTONIA	0.405911534	298910408	0.397646428	1	0	1425.324749	0	2772.545	5428.6	316258.3	277028.1	9.7475	0.130567234	0.002597052	0.621724138	0.31935645	0	0.4	0.130567234	-0.198993474	0.133904348
CYPRUS	FINLAND	0.488422715	1424043339	0.604069411	1	0	67.16327426	0	2845.096	4	316258.3	3288534	1.88	0.532155753	0.015779621	0.349655172	0.133577625	0	0.5	0.532155753	0.385580356	0.581949994
CYPRUS	FRANCE	0.34513107	8569267186	0.527520283	1	0	1013.132019	0	2954.551	4824	316258.3	35561126.1	0.3975	0.391300081	0.157049695	0.350689655	0.134247875	0	0.5	0.391300081	0.239525664	0.398712258
CYPRUS	GERMANY	0.587887485	15461459479	0.545192445	1	0	765.0003948	0	2776.08	4500	316258.3	46564922.9	0.28	0.410192003	0.205217725	0.092758621	0.028430025	0	0.5	0.410192003	0.442493362	0.322492505
CYPRUS	GREECE	0.251836925	27816237247	-0.894870116	1	0	5263.070557	0	915.6595	3142.2	316258.3	3799627.6	0.163125	0.288154218	0.018016883	0	0.653245075	0	0	0.288154218	0.256474633	0.564690423
CYPRUS	HUNGARY	0.526818509	1217918361	0.274584245	0	0	866.6637716	0	1815.574	13182.2	316258.3	1790006.3	10.833125	0.232725128	0.009219965	0.758807471	0.26044675	0	0	0.232725128	-0.09379234	0.276121645
CYPRUS	IRELAND	0.727185483	729834908	0.356017183	1	0	1025.588638	0	3680.572	3026	316258.3	3176560.7	3.2175	0.407514405	0.015289469	1.339655172	0.088765275	0	0.5	0.407514405	0.409916868	0.345502762
CYPRUS	ITALY	0.405069119	12252492753	0.636223644	1	0	235.3156899	0	1957.84	674.3	316258.3	28750637.2	1.47	0.55885089	0.127237455	0.015517241	0.09146125	0	0.5	0.55885089	0.529026573	0.615991191
CYPRUS	LATVIA	0.393482227	874089568	0.347952694	1	0	100.4391049	0	2524.026	397	316258.3	334743.4	9.626875	0.138077542	0.002849695	0.051724138	0.0424303	0	0.1	0.138077542	-0.175530097	0.201687527
CYPRUS	LITHUANIA	0.573813595	704760716	0.163762352	1	0	138.8239892	0	2260.847	1109.8	316258.3	510304.1	5.974375	0.173135837	0.003618195	0.291724138	0.1345878	0	0.17	0.173135837	-0.196299434	0.191162031
CYPRUS	LUXEMBOURG	0.47655801	536583265	0.163416499	1	0	109767.0242	0	2729.865	398206	316258.3	707794.6	3.584375	0.192264383	0.00448269	0.491724138	0.152508	0	0.5	0.192264383	0.129654955	0.230081522
CYPRUS	MALTA	0.352337231	303058278	-0.121154623	1	0	44.78723145	0	1703.866	441.6	316258.3	121287	3.0375	0.351504522	0.001915311	0	0.0825581	0	0.5	0.351504522	0.354650566	0.232814026
CYPRUS	NETHERLANDS	0.352757656	7364565696	0.532738419	1	0	3497.222368	0	2949.04	108115	316258.3	11263201.5	0.661875	0.660932394	0.050687938	0.174827586	0.355087898	0	0.5	0.660932394	0.69716389	0.700654294
CYPRUS	POLAND	0.475895657	4032698927	0.578944835	0	0	3770.817425	0	2140.182	24762.8	316258.3	6124098.5	3.2825	0.708463452	0.028192024	0.511724138	0.676273325	0	0	0.708463452	0.67372159	0.660413607
CYPRUS	PORTUGAL	0.275123258	580814897	0.314819009	1	0	0	0	3766.31	60.8	316258.3	3134113.6	0.3225	0.68012132	0.015103661	1.780344828	0.2744606	0	0.5	0.68012132	0.791575624	0.7655017
CYPRUS	ROMANIA	0.742852745	1795640962	-0.09901337	0	0	350.9489662	0	1201.539	2203.6	316258.3	2204179.5	16.893125	0.399723043	0.011032967	0.051724138	0.0368491	0	0	0.399723043	0.250400415	0.512319861
CYPRUS	SLOVAKIA	0.530488827	1408661933	0.321041073	1	0	640.8868939	0	1969.287	633.9	316258.3	1127072.6	4.184375	0.525616322	0.006318038	0.440771757	0.044334967	0	0.5	0.525616322	0.405883404	0.586983643
CYPRUS	SLOVENIA	0.484646061	518740570	0.35433575	1	0	0	0	1994.669	137.5	316258.3	624420.5	3.550625	0.625204734	0.004117728	0.183152709	0.145373	0	0.5	0.625204734	0.596275092	0.699214808
